dataset,tess_size,length_scale,output_variance,zero_boundary,n_recurrence,N,acc_train,acc_test
ToeSegmentation1,16.0,0.01,0.5,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,16.0,0.01,0.5,1.0,1.0,8.0,0.85,0.7102957894736842
ToeSegmentation1,16.0,0.01,0.5,1.0,5.0,0.0,0.775,0.6476226315789475
ToeSegmentation1,16.0,0.01,0.5,1.0,5.0,8.0,0.825,0.6894047368421053
ToeSegmentation1,16.0,0.01,0.5,0.0,1.0,0.0,0.775,0.6476226315789475
ToeSegmentation1,16.0,0.01,0.5,0.0,1.0,8.0,0.85,0.7102957894736842
ToeSegmentation1,16.0,0.01,0.5,0.0,5.0,0.0,0.75,0.6267315789473684
ToeSegmentation1,16.0,0.01,0.5,0.0,5.0,8.0,0.65,0.5431673684210526
ToeSegmentation1,32.0,0.001,0.1,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.001,0.1,1.0,1.0,8.0,0.85,0.7102957894736842
ToeSegmentation1,32.0,0.001,0.1,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.001,0.1,1.0,5.0,8.0,0.775,0.6476226315789475
ToeSegmentation1,32.0,0.001,0.1,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.001,0.1,0.0,1.0,8.0,0.875,0.7311868421052632
ToeSegmentation1,32.0,0.001,0.1,0.0,5.0,0.0,0.7,0.5849494736842105
ToeSegmentation1,32.0,0.001,0.1,0.0,5.0,8.0,0.7,0.5849494736842105
ToeSegmentation1,32.0,0.001,0.5,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.001,0.5,1.0,1.0,8.0,0.875,0.7311868421052632
ToeSegmentation1,32.0,0.001,0.5,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.001,0.5,1.0,5.0,8.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.001,0.5,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.001,0.5,0.0,1.0,8.0,0.95,0.79386
ToeSegmentation1,32.0,0.001,0.5,0.0,5.0,0.0,0.775,0.6476226315789475
ToeSegmentation1,32.0,0.001,0.5,0.0,5.0,8.0,0.775,0.6476226315789475
ToeSegmentation1,32.0,0.01,0.1,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.01,0.1,1.0,1.0,8.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.01,0.1,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.01,0.1,1.0,5.0,8.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.01,0.1,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.01,0.1,0.0,1.0,8.0,0.875,0.7311868421052632
ToeSegmentation1,32.0,0.01,0.1,0.0,5.0,0.0,0.75,0.6267315789473684
ToeSegmentation1,32.0,0.01,0.1,0.0,5.0,8.0,0.45,0.3760389473684211
ToeSegmentation1,32.0,0.01,0.5,1.0,1.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.01,0.5,1.0,1.0,8.0,0.875,0.7311868421052632
ToeSegmentation1,32.0,0.01,0.5,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,32.0,0.01,0.5,1.0,5.0,8.0,0.75,0.6267315789473684
ToeSegmentation1,32.0,0.01,0.5,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,32.0,0.01,0.5,0.0,1.0,8.0,0.875,0.7311868421052632
ToeSegmentation1,32.0,0.01,0.5,0.0,5.0,0.0,0.7,0.5849494736842105
ToeSegmentation1,32.0,0.01,0.5,0.0,5.0,8.0,0.775,0.6476226315789475
ToeSegmentation1,64.0,0.001,0.1,1.0,1.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.001,0.1,1.0,1.0,8.0,0.875,0.7311868421052632
ToeSegmentation1,64.0,0.001,0.1,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.001,0.1,1.0,5.0,8.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.001,0.1,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.001,0.1,0.0,1.0,8.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.001,0.1,0.0,5.0,0.0,0.725,0.6058405263157896
ToeSegmentation1,64.0,0.001,0.1,0.0,5.0,8.0,0.5,0.4178210526315789
ToeSegmentation1,64.0,0.001,0.5,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.001,0.5,1.0,1.0,8.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.001,0.5,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.001,0.5,1.0,5.0,8.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.001,0.5,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.001,0.5,0.0,1.0,8.0,0.85,0.7102957894736842
ToeSegmentation1,64.0,0.001,0.5,0.0,5.0,0.0,0.75,0.6267315789473684
ToeSegmentation1,64.0,0.001,0.5,0.0,5.0,8.0,0.725,0.6058405263157896
ToeSegmentation1,64.0,0.01,0.1,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.01,0.1,1.0,1.0,8.0,0.9,0.7520778947368422
ToeSegmentation1,64.0,0.01,0.1,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.01,0.1,1.0,5.0,8.0,0.85,0.7102957894736842
ToeSegmentation1,64.0,0.01,0.1,0.0,1.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.01,0.1,0.0,1.0,8.0,0.9,0.7520778947368422
ToeSegmentation1,64.0,0.01,0.1,0.0,5.0,0.0,0.675,0.5640584210526317
ToeSegmentation1,64.0,0.01,0.1,0.0,5.0,8.0,0.725,0.6058405263157896
ToeSegmentation1,64.0,0.01,0.5,1.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.01,0.5,1.0,1.0,8.0,0.85,0.7102957894736842
ToeSegmentation1,64.0,0.01,0.5,1.0,5.0,0.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.01,0.5,1.0,5.0,8.0,0.8,0.6685136842105264
ToeSegmentation1,64.0,0.01,0.5,0.0,1.0,0.0,0.825,0.6894047368421053
ToeSegmentation1,64.0,0.01,0.5,0.0,1.0,8.0,0.925,0.7729689473684211
ToeSegmentation1,64.0,0.01,0.5,0.0,5.0,0.0,0.75,0.6267315789473684
ToeSegmentation1,64.0,0.01,0.5,0.0,5.0,8.0,0.75,0.6267315789473684
ToeSegmentation2,16.0,0.001,0.1,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,16.0,0.001,0.1,1.0,1.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,16.0,0.001,0.1,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,16.0,0.001,0.1,1.0,5.0,8.0,0.75,0.6052744285714285
ToeSegmentation2,16.0,0.001,0.1,0.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,16.0,0.001,0.1,0.0,1.0,8.0,0.9722222222222222,0.784615
ToeSegmentation2,16.0,0.001,0.1,0.0,5.0,0.0,0.7777777777777778,0.627692
ToeSegmentation2,16.0,0.001,0.1,0.0,5.0,8.0,0.5277777777777778,0.4259338571428572
ToeSegmentation2,16.0,0.001,0.5,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,16.0,0.001,0.5,1.0,1.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,16.0,0.001,0.5,1.0,5.0,0.0,0.5833333333333334,0.47076900000000005
ToeSegmentation2,16.0,0.001,0.5,1.0,5.0,8.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,16.0,0.001,0.5,0.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,16.0,0.001,0.5,0.0,1.0,8.0,0.8611111111111112,0.6949447142857142
ToeSegmentation2,16.0,0.001,0.5,0.0,5.0,0.0,0.7777777777777778,0.627692
ToeSegmentation2,16.0,0.001,0.5,0.0,5.0,8.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,16.0,0.01,0.1,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,16.0,0.01,0.1,1.0,1.0,8.0,0.9166666666666666,0.7397798571428571
ToeSegmentation2,16.0,0.01,0.1,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,16.0,0.01,0.1,1.0,5.0,8.0,0.7777777777777778,0.627692
ToeSegmentation2,16.0,0.01,0.1,0.0,1.0,0.0,0.7222222222222222,0.5828568571428572
ToeSegmentation2,16.0,0.01,0.1,0.0,1.0,8.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,16.0,0.01,0.1,0.0,5.0,0.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,16.0,0.01,0.1,0.0,5.0,8.0,0.7777777777777778,0.627692
ToeSegmentation2,16.0,0.01,0.5,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,16.0,0.01,0.5,1.0,1.0,8.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,16.0,0.01,0.5,1.0,5.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,16.0,0.01,0.5,1.0,5.0,8.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,16.0,0.01,0.5,0.0,1.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,16.0,0.01,0.5,0.0,1.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,16.0,0.01,0.5,0.0,5.0,0.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,16.0,0.01,0.5,0.0,5.0,8.0,0.5,0.4035162857142857
ToeSegmentation2,32.0,0.001,0.1,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,32.0,0.001,0.1,1.0,1.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,32.0,0.001,0.1,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,32.0,0.001,0.1,1.0,5.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,32.0,0.001,0.1,0.0,1.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,32.0,0.001,0.1,0.0,1.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,32.0,0.001,0.1,0.0,5.0,0.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,32.0,0.001,0.1,0.0,5.0,8.0,0.9166666666666666,0.7397798571428571
ToeSegmentation2,32.0,0.001,0.5,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,32.0,0.001,0.5,1.0,1.0,8.0,0.8611111111111112,0.6949447142857142
ToeSegmentation2,32.0,0.001,0.5,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,32.0,0.001,0.5,1.0,5.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,32.0,0.001,0.5,0.0,1.0,0.0,0.7222222222222222,0.5828568571428572
ToeSegmentation2,32.0,0.001,0.5,0.0,1.0,8.0,0.9166666666666666,0.7397798571428571
ToeSegmentation2,32.0,0.001,0.5,0.0,5.0,0.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,32.0,0.001,0.5,0.0,5.0,8.0,0.5277777777777778,0.4259338571428572
ToeSegmentation2,32.0,0.01,0.1,1.0,1.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,32.0,0.01,0.1,1.0,1.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,32.0,0.01,0.1,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,32.0,0.01,0.1,1.0,5.0,8.0,0.8611111111111112,0.6949447142857142
ToeSegmentation2,32.0,0.01,0.1,0.0,1.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,32.0,0.01,0.1,0.0,1.0,8.0,0.8611111111111112,0.6949447142857142
ToeSegmentation2,32.0,0.01,0.1,0.0,5.0,0.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,32.0,0.01,0.1,0.0,5.0,8.0,0.6111111111111112,0.4931865714285715
ToeSegmentation2,32.0,0.01,0.5,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,32.0,0.01,0.5,1.0,1.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,32.0,0.01,0.5,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,32.0,0.01,0.5,1.0,5.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,32.0,0.01,0.5,0.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,32.0,0.01,0.5,0.0,1.0,8.0,0.8611111111111112,0.6949447142857142
ToeSegmentation2,32.0,0.01,0.5,0.0,5.0,0.0,0.75,0.6052744285714285
ToeSegmentation2,32.0,0.01,0.5,0.0,5.0,8.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.001,0.1,1.0,1.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,64.0,0.001,0.1,1.0,1.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,64.0,0.001,0.1,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,64.0,0.001,0.1,1.0,5.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,64.0,0.001,0.1,0.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.001,0.1,0.0,1.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,64.0,0.001,0.1,0.0,5.0,0.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,64.0,0.001,0.1,0.0,5.0,8.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.001,0.5,1.0,1.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,64.0,0.001,0.5,1.0,1.0,8.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,64.0,0.001,0.5,1.0,5.0,0.0,0.6388888888888888,0.5156041428571428
ToeSegmentation2,64.0,0.001,0.5,1.0,5.0,8.0,0.8333333333333334,0.6725271428571429
ToeSegmentation2,64.0,0.001,0.5,0.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.001,0.5,0.0,1.0,8.0,0.9444444444444444,0.7621974285714285
ToeSegmentation2,64.0,0.001,0.5,0.0,5.0,0.0,0.7777777777777778,0.627692
ToeSegmentation2,64.0,0.001,0.5,0.0,5.0,8.0,0.6111111111111112,0.4931865714285715
ToeSegmentation2,64.0,0.01,0.1,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.01,0.1,1.0,1.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,64.0,0.01,0.1,1.0,5.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,64.0,0.01,0.1,1.0,5.0,8.0,0.8055555555555556,0.6501095714285714
ToeSegmentation2,64.0,0.01,0.1,0.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.01,0.1,0.0,1.0,8.0,0.9166666666666666,0.7397798571428571
ToeSegmentation2,64.0,0.01,0.1,0.0,5.0,0.0,0.75,0.6052744285714285
ToeSegmentation2,64.0,0.01,0.1,0.0,5.0,8.0,0.5277777777777778,0.4259338571428572
ToeSegmentation2,64.0,0.01,0.5,1.0,1.0,0.0,0.6944444444444444,0.5604392857142857
ToeSegmentation2,64.0,0.01,0.5,1.0,1.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,64.0,0.01,0.5,1.0,5.0,0.0,0.6666666666666666,0.5380217142857142
ToeSegmentation2,64.0,0.01,0.5,1.0,5.0,8.0,0.8888888888888888,0.7173622857142856
ToeSegmentation2,64.0,0.01,0.5,0.0,1.0,0.0,0.75,0.6052744285714285
ToeSegmentation2,64.0,0.01,0.5,0.0,1.0,8.0,0.9444444444444444,0.7621974285714285
ToeSegmentation2,64.0,0.01,0.5,0.0,5.0,0.0,0.7777777777777778,0.627692
ToeSegmentation2,64.0,0.01,0.5,0.0,5.0,8.0,0.6666666666666666,0.5380217142857142
Trace,16.0,0.001,0.1,1.0,1.0,0.0,0.68,0.7243478260869566
Trace,16.0,0.001,0.1,1.0,1.0,8.0,0.75,0.7989130434782609
Trace,16.0,0.001,0.1,1.0,5.0,0.0,0.74,0.7882608695652172
Trace,16.0,0.001,0.1,1.0,5.0,8.0,0.74,0.7882608695652172
Trace,16.0,0.001,0.1,0.0,1.0,0.0,0.67,0.7136956521739131
Trace,16.0,0.001,0.1,0.0,1.0,8.0,0.73,0.7776086956521738
Trace,16.0,0.001,0.1,0.0,5.0,0.0,0.78,0.8308695652173913
Trace,16.0,0.001,0.1,0.0,5.0,8.0,0.85,0.9054347826086955
Trace,16.0,0.001,0.5,1.0,1.0,0.0,0.65,0.6923913043478261
Trace,16.0,0.001,0.5,1.0,1.0,8.0,0.75,0.7989130434782609
Trace,16.0,0.001,0.5,1.0,5.0,0.0,0.67,0.7136956521739131
Trace,16.0,0.001,0.5,1.0,5.0,8.0,0.77,0.8202173913043478
Trace,16.0,0.001,0.5,0.0,1.0,0.0,0.68,0.7243478260869566
Trace,16.0,0.001,0.5,0.0,1.0,8.0,0.73,0.7776086956521738
Trace,16.0,0.001,0.5,0.0,5.0,0.0,0.71,0.7563043478260868
Trace,16.0,0.001,0.5,0.0,5.0,8.0,0.47,0.5006521739130434
Trace,16.0,0.01,0.1,1.0,1.0,0.0,0.68,0.7243478260869566
Trace,16.0,0.01,0.1,1.0,1.0,8.0,0.72,0.7669565217391303
Trace,16.0,0.01,0.1,1.0,5.0,0.0,0.73,0.7776086956521738
Trace,16.0,0.01,0.1,1.0,5.0,8.0,0.52,0.5539130434782609
Trace,16.0,0.01,0.1,0.0,1.0,0.0,0.69,0.7349999999999999
Trace,16.0,0.01,0.1,0.0,1.0,8.0,0.75,0.7989130434782609
Trace,16.0,0.01,0.1,0.0,5.0,0.0,0.68,0.7243478260869566
Trace,16.0,0.01,0.1,0.0,5.0,8.0,0.68,0.7243478260869566
Trace,16.0,0.01,0.5,1.0,1.0,0.0,0.65,0.6923913043478261
Trace,16.0,0.01,0.5,1.0,1.0,8.0,0.76,0.8095652173913044
Trace,16.0,0.01,0.5,1.0,5.0,0.0,0.63,0.671086956521739
Trace,16.0,0.01,0.5,1.0,5.0,8.0,0.73,0.7776086956521738
Trace,16.0,0.01,0.5,0.0,1.0,0.0,0.68,0.7243478260869566
Trace,16.0,0.01,0.5,0.0,1.0,8.0,0.74,0.7882608695652172
Trace,16.0,0.01,0.5,0.0,5.0,0.0,0.76,0.8095652173913044
Trace,16.0,0.01,0.5,0.0,5.0,8.0,0.72,0.7669565217391303
Trace,32.0,0.001,0.1,1.0,1.0,0.0,0.66,0.7030434782608695
Trace,32.0,0.001,0.1,1.0,1.0,8.0,0.77,0.8202173913043478
Trace,32.0,0.001,0.1,1.0,5.0,0.0,0.72,0.7669565217391303
Trace,32.0,0.001,0.1,1.0,5.0,8.0,0.79,0.8415217391304348
Trace,32.0,0.001,0.1,0.0,1.0,0.0,0.69,0.7349999999999999
Trace,32.0,0.001,0.1,0.0,1.0,8.0,0.76,0.8095652173913044
Trace,32.0,0.001,0.1,0.0,5.0,0.0,0.74,0.7882608695652172
Trace,32.0,0.001,0.1,0.0,5.0,8.0,0.82,0.8734782608695651
Trace,32.0,0.001,0.5,1.0,1.0,0.0,0.64,0.6817391304347826
Trace,32.0,0.001,0.5,1.0,1.0,8.0,0.75,0.7989130434782609
Trace,32.0,0.001,0.5,1.0,5.0,0.0,0.68,0.7243478260869566
Trace,32.0,0.001,0.5,1.0,5.0,8.0,0.72,0.7669565217391303
Trace,32.0,0.001,0.5,0.0,1.0,0.0,0.69,0.7349999999999999
Trace,32.0,0.001,0.5,0.0,1.0,8.0,0.75,0.7989130434782609
Trace,32.0,0.001,0.5,0.0,5.0,0.0,0.75,0.7989130434782609
Trace,32.0,0.001,0.5,0.0,5.0,8.0,0.61,0.6497826086956521
Trace,32.0,0.01,0.1,1.0,1.0,0.0,0.68,0.7243478260869566
Trace,32.0,0.01,0.1,1.0,1.0,8.0,0.77,0.8202173913043478
Trace,32.0,0.01,0.1,1.0,5.0,0.0,0.69,0.7349999999999999
Trace,32.0,0.01,0.1,1.0,5.0,8.0,0.85,0.9054347826086955
Trace,32.0,0.01,0.1,0.0,1.0,0.0,0.7,0.7456521739130434
Trace,32.0,0.01,0.1,0.0,1.0,8.0,0.72,0.7669565217391303
Trace,32.0,0.01,0.1,0.0,5.0,0.0,0.7,0.7456521739130434
Trace,32.0,0.01,0.1,0.0,5.0,8.0,0.47,0.5006521739130434
Trace,32.0,0.01,0.5,1.0,1.0,0.0,0.65,0.6923913043478261
Trace,32.0,0.01,0.5,1.0,1.0,8.0,0.74,0.7882608695652172
Trace,32.0,0.01,0.5,1.0,5.0,0.0,0.68,0.7243478260869566
Trace,32.0,0.01,0.5,1.0,5.0,8.0,0.72,0.7669565217391303
Trace,32.0,0.01,0.5,0.0,1.0,0.0,0.68,0.7243478260869566
Trace,32.0,0.01,0.5,0.0,1.0,8.0,0.76,0.8095652173913044
Trace,32.0,0.01,0.5,0.0,5.0,0.0,0.75,0.7989130434782609
Trace,32.0,0.01,0.5,0.0,5.0,8.0,0.68,0.7243478260869566
Trace,64.0,0.001,0.1,1.0,1.0,0.0,0.68,0.7243478260869566
Trace,64.0,0.001,0.1,1.0,1.0,8.0,0.74,0.7882608695652172
Trace,64.0,0.001,0.1,1.0,5.0,0.0,0.7,0.7456521739130434
Trace,64.0,0.001,0.1,1.0,5.0,8.0,0.76,0.8095652173913044
Trace,64.0,0.001,0.1,0.0,1.0,0.0,0.64,0.6817391304347826
Trace,64.0,0.001,0.1,0.0,1.0,8.0,0.74,0.7882608695652172
Trace,64.0,0.001,0.1,0.0,5.0,0.0,0.77,0.8202173913043478
Trace,64.0,0.001,0.1,0.0,5.0,8.0,0.42,0.44739130434782604
Trace,64.0,0.001,0.5,1.0,1.0,0.0,0.65,0.6923913043478261
Trace,64.0,0.001,0.5,1.0,1.0,8.0,0.76,0.8095652173913044
Trace,64.0,0.001,0.5,1.0,5.0,0.0,0.67,0.7136956521739131
Trace,64.0,0.001,0.5,1.0,5.0,8.0,0.92,0.98
Trace,64.0,0.001,0.5,0.0,1.0,0.0,0.56,0.5965217391304348
Trace,64.0,0.001,0.5,0.0,1.0,8.0,0.73,0.7776086956521738
Trace,64.0,0.001,0.5,0.0,5.0,0.0,0.77,0.8202173913043478
Trace,64.0,0.001,0.5,0.0,5.0,8.0,0.5,0.5326086956521738
Trace,64.0,0.01,0.1,1.0,1.0,0.0,0.68,0.7243478260869566
Trace,64.0,0.01,0.1,1.0,1.0,8.0,0.75,0.7989130434782609
Trace,64.0,0.01,0.1,1.0,5.0,0.0,0.69,0.7349999999999999
Trace,64.0,0.01,0.1,1.0,5.0,8.0,0.7,0.7456521739130434
Trace,64.0,0.01,0.1,0.0,1.0,0.0,0.7,0.7456521739130434
Trace,64.0,0.01,0.1,0.0,1.0,8.0,0.75,0.7989130434782609
Trace,64.0,0.01,0.1,0.0,5.0,0.0,0.76,0.8095652173913044
Trace,64.0,0.01,0.1,0.0,5.0,8.0,0.42,0.44739130434782604
Trace,64.0,0.01,0.5,1.0,1.0,0.0,0.65,0.6923913043478261
Trace,64.0,0.01,0.5,1.0,1.0,8.0,0.76,0.8095652173913044
Trace,64.0,0.01,0.5,1.0,5.0,0.0,0.68,0.7243478260869566
Trace,64.0,0.01,0.5,1.0,5.0,8.0,0.74,0.7882608695652172
Trace,64.0,0.01,0.5,0.0,1.0,0.0,0.58,0.6178260869565216
Trace,64.0,0.01,0.5,0.0,1.0,8.0,0.74,0.7882608695652172
Trace,64.0,0.01,0.5,0.0,5.0,0.0,0.76,0.8095652173913044
Trace,64.0,0.01,0.5,0.0,5.0,8.0,0.67,0.7136956521739131
TwoLeadECG,16.0,0.001,0.1,1.0,1.0,0.0,0.6956521739130435,0.6883227826086956
TwoLeadECG,16.0,0.001,0.1,1.0,1.0,8.0,0.9130434782608696,0.9034236521739131
TwoLeadECG,16.0,0.001,0.1,1.0,5.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.001,0.1,1.0,5.0,8.0,0.9130434782608696,0.9034236521739131
TwoLeadECG,16.0,0.001,0.1,0.0,1.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.001,0.1,0.0,1.0,8.0,0.8695652173913043,0.8604034782608696
TwoLeadECG,16.0,0.001,0.1,0.0,5.0,0.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.001,0.1,0.0,5.0,8.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.001,0.5,1.0,1.0,0.0,0.6521739130434783,0.6453026086956521
TwoLeadECG,16.0,0.001,0.5,1.0,1.0,8.0,0.9130434782608696,0.9034236521739131
TwoLeadECG,16.0,0.001,0.5,1.0,5.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.001,0.5,1.0,5.0,8.0,0.8695652173913043,0.8604034782608696
TwoLeadECG,16.0,0.001,0.5,0.0,1.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.001,0.5,0.0,1.0,8.0,0.8695652173913043,0.8604034782608696
TwoLeadECG,16.0,0.001,0.5,0.0,5.0,0.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.001,0.5,0.0,5.0,8.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.01,0.1,1.0,1.0,0.0,0.6956521739130435,0.6883227826086956
TwoLeadECG,16.0,0.01,0.1,1.0,1.0,8.0,0.9130434782608696,0.9034236521739131
TwoLeadECG,16.0,0.01,0.1,1.0,5.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.01,0.1,1.0,5.0,8.0,0.9130434782608696,0.9034236521739131
TwoLeadECG,16.0,0.01,0.1,0.0,1.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.01,0.1,0.0,1.0,8.0,0.8695652173913043,0.8604034782608696
TwoLeadECG,16.0,0.01,0.1,0.0,5.0,0.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.01,0.1,0.0,5.0,8.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.01,0.5,1.0,1.0,0.0,0.6956521739130435,0.6883227826086956
TwoLeadECG,16.0,0.01,0.5,1.0,1.0,8.0,0.9565217391304348,0.9464438260869565
TwoLeadECG,16.0,0.01,0.5,1.0,5.0,0.0,0.782608695652174,0.7743631304347827
TwoLeadECG,16.0,0.01,0.5,1.0,5.0,8.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.01,0.5,0.0,1.0,0.0,0.7391304347826086,0.7313429565217391
TwoLeadECG,16.0,0.01,0.5,0.0,1.0,8.0,0.8695652173913043,0.8604034782608696
TwoLeadECG,16.0,0.01,0.5,0.0,5.0,0.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,16.0,0.01,0.5,0.0,5.0,8.0,0.8260869565217391,0.8173833043478261
TwoLeadECG,32.0,0.001,0.1,1.0,1.0,0.0,0.6956521739130435,0.6883227826086956
